tick,radius,value
1,53,0.0
1,54,0.0
1,55,0.0
1,56,0.0
1,57,0.0
1,58,0.0
1,59,0.0
1,60,0.0
1,61,0.0
1,62,0.0
1,63,0.0
1,64,0.0
1,65,0.0
1,66,0.0
1,67,0.0
1,68,0.0
1,69,0.0
1,70,0.0
1,71,0.0
1,72,0.0
1,73,0.0
1,74,0.0
1,75,0.0
1,76,0.0
1,77,0.0
1,78,0.0
1,79,0.0
1,80,0.0
1,81,0.0
1,82,0.0
1,83,0.0
1,84,0.0
1,85,0.0
1,86,0.0
2,0,0.052734375
2,1,0.02734375
2,2,0.006646925403225807
2,3,0.0004384566326530612
2,4,0.0
2,5,0.0
2,6,0.0
2,7,0.0
2,8,0.0
2,9,0.0
2,10,0.0
2,11,0.0
2,12,0.0
2,13,0.0
2,14,0.0
2,15,0.0
2,16,0.0
2,17,0.0
2,18,0.0
2,19,0.0
2,20,0.0
2,21,0.0
2,22,0.0
2,23,0.0
2,24,0.0
2,25,0.0
2,26,0.0
2,27,0.0
2,28,0.0
2,29,0.0
2,30,0.0
2,31,0.0
2,32,0.0
2,33,0.0
2,34,0.0
2,35,0.0
2,36,0.0
2,37,0.0
2,38,0.0
2,39,0.0
2,40,0.0
2,41,0.0
2,42,0.0
2,43,0.0
2,44,0.0
2,45,0.0
2,46,0.0
2,47,0.0
2,48,0.0
2,49,0.0
2,50,0.0
2,51,0.0
2,52,0.0
2,53,0.0
2,54,0.0
2,55,0.0
2,56,0.0
2,57,0.0
2,58,0.0
2,59,0.0
2,60,0.0
2,61,0.0
2,62,0.0
2,63,0.0
2,64,0.0
2,65,0.0
2,66,0.0
2,67,0.0
2,68,0.0
2,69,0.0
2,70,0.0
2,71,0.0
2,72,0.0
2,73,0.0
2,74,0.0
2,75,0.0
2,76,0.0
2,77,0.0
2,78,0.0
2,79,0.0
2,80,0.0
2,81,0.0
2,82,0.0
2,83,0.0
2,84,0.0
2,85,0.0
2,86,0.0
3,0,0.030517578125
3,1,0.019073486328125
3,2,0.007198702904485887
3,3,0.0014919358856823979
3,4,0.00015738351004464287
3,5,1.6566685267857142e-06
3,6,0.0
3,7,0.0
3,8,0.0
3,9,0.0
3,10,0.0
3,11,0.0
3,12,0.0
3,13,0.0
3,14,0.0
3,15,0.0
3,16,0.0
3,17,0.0
3,18,0.0
3,19,0.0
3,20,0.0
3,21,0.0
3,22,0.0
3,23,0.0
3,24,0.0
3,25,0.0
3,26,0.0
3,27,0.0
3,28,0.0
3,29,0.0
3,30,0.0
3,31,0.0
3,32,0.0
3,33,0.0
3,34,0.0
3,35,0.0
3,36,0.0
3,37,0.0
3,38,0.0
3,39,0.0
3,40,0.0
3,41,0.0
3,42,0.0
3,43,0.0
3,44,0.0
3,45,0.0
3,46,0.0
3,47,0.0
3,48,0.0
3,49,0.0
3,50,0.0
3,51,0.0
3,52,0.0
3,53,0.0
3,54,0.0
3,55,0.0
3,56,0.0
3,57,0.0
3,58,0.0
3,59,0.0
3,60,0.0
3,61,0.0
3,62,0.0
3,63,0.0
3,64,0.0
3,65,0.0
3,66,0.0
3,67,0.0
3,68,0.0
3,69,0.0
3,70,0.0
3,71,0.0
3,72,0.0
3,73,0.0
3,74,0.0
3,75,0.0
3,76,0.0
3,77,0.0
3,78,0.0
3,79,0.0
3,80,0.0
3,81,0.0
3,82,0.0
3,83,0.0
3,84,0.0
3,85,0.0
3,86,0.0
4,0,0.020444393157958984
4,1,0.014174779256184896
4,2,0.0067004849833826865
4,3,0.0021152496337890625
4,4,0.0004298686981201172
4,5,3.1825474330357145e-05
4,6,6.071726481119792e-07
4,7,7.920883026629984e-10
4,8,0.0
4,9,0.0
4,10,0.0
4,11,0.0
4,12,0.0
4,13,0.0
4,14,0.0
4,15,0.0
4,16,0.0
4,17,0.0
4,18,0.0
4,19,0.0
4,20,0.0
4,21,0.0
4,22,0.0
4,23,0.0
4,24,0.0
4,25,0.0
4,26,0.0
4,27,0.0
4,28,0.0
4,29,0.0
4,30,0.0
4,31,0.0
4,32,0.0
4,33,0.0
4,34,0.0
4,35,0.0
4,36,0.0
4,37,0.0
4,38,0.0
4,39,0.0
4,40,0.0
4,41,0.0
4,42,0.0
4,43,0.0
4,44,0.0
4,45,0.0
4,46,0.0
4,47,0.0
4,48,0.0
4,49,0.0
4,50,0.0
4,51,0.0
4,52,0.0
4,53,0.0
4,54,0.0
4,55,0.0
4,56,0.0
4,57,0.0
4,58,0.0
4,59,0.0
4,60,0.0
4,61,0.0
4,62,0.0
4,63,0.0
4,64,0.0
4,65,0.0
4,66,0.0
4,67,0.0
4,68,0.0
4,69,0.0
4,70,0.0
4,71,0.0
4,72,0.0
4,73,0.0
4,74,0.0
4,75,0.0
4,76,0.0
4,77,0.0
4,78,0.0
4,79,0.0
4,80,0.0
4,81,0.0
4,82,0.0
4,83,0.0
4,84,0.0
4,85,0.0
4,86,0.0
5,0,0.0149039626121521
5,1,0.011039972305297852
5,2,0.00599694348150684
5,3,0.0023936252204739316
5,4,0.0006799783025469099
5,5,9.740959320749555e-05
5,6,6.58184289932251e-06
5,7,2.270199333710528e-07
5,8,4.5466141437921e-09
5,9,6.524151135660095e-12
5,10,0.0
5,11,0.0
5,12,0.0
5,13,0.0
5,14,0.0
5,15,0.0
5,16,0.0
5,17,0.0
5,18,0.0
5,19,0.0
5,20,0.0
5,21,0.0
5,22,0.0
5,23,0.0
5,24,0.0
5,25,0.0
5,26,0.0
5,27,0.0
5,28,0.0
5,29,0.0
5,30,0.0
5,31,0.0
5,32,0.0
5,33,0.0
5,34,0.0
5,35,0.0
5,36,0.0
5,37,0.0
5,38,0.0
5,39,0.0
5,40,0.0
5,41,0.0
5,42,0.0
5,43,0.0
5,44,0.0
5,45,0.0
5,46,0.0
5,47,0.0
5,48,0.0
5,49,0.0
5,50,0.0
5,51,0.0
5,52,0.0
5,53,0.0
5,54,0.0
5,55,0.0
5,56,0.0
5,57,0.0
5,58,0.0
5,59,0.0
5,60,0.0
5,61,0.0
5,62,0.0
5,63,0.0
5,64,0.0
5,65,0.0
5,66,0.0
5,67,0.0
5,68,0.0
5,69,0.0
5,70,0.0
5,71,0.0
5,72,0.0
5,73,0.0
5,74,0.0
5,75,0.0
5,76,0.0
5,77,0.0
5,78,0.0
5,79,0.0
5,80,0.0
5,81,0.0
5,82,0.0
5,83,0.0
5,84,0.0
5,85,0.0
5,86,0.0
6,0,0.011479846201837063
6,1,0.008902737870812416
6,2,0.005317512696849242
6,3,0.002471962925854462
6,4,0.0008676158463848489
6,5,0.00017959917429834603
6,6,2.2310372442007066e-05
6,7,1.946321659198532e-06
6,8,8.001032571388981e-08
6,9,1.1856625290447275e-09
6,10,3.4458935260772707e-12
6,11,0.0
6,12,0.0
6,13,0.0
6,14,0.0
6,15,0.0
6,16,0.0
6,17,0.0
6,18,0.0
6,19,0.0
6,20,0.0
6,21,0.0
6,22,0.0
6,23,0.0
6,24,0.0
6,25,0.0
6,26,0.0
6,27,0.0
6,28,0.0
6,29,0.0
6,30,0.0
6,31,0.0
6,32,0.0
6,33,0.0
6,34,0.0
6,35,0.0
6,36,0.0
6,37,0.0
6,38,0.0
6,39,0.0
6,40,0.0
6,41,0.0
6,42,0.0
6,43,0.0
6,44,0.0
6,45,0.0
6,46,0.0
6,47,0.0
6,48,0.0
6,49,0.0
6,50,0.0
6,51,0.0
6,52,0.0
6,53,0.0
6,54,0.0
6,55,0.0
6,56,0.0
6,57,0.0
6,58,0.0
6,59,0.0
6,60,0.0
6,61,0.0
6,62,0.0
6,63,0.0
6,64,0.0
6,65,0.0
6,66,0.0
6,67,0.0
6,68,0.0
6,69,0.0
6,70,0.0
6,71,0.0
6,72,0.0
6,73,0.0
6,74,0.0
6,75,0.0
6,76,0.0
6,77,0.0
6,78,0.0
6,79,0.0
6,80,0.0
6,81,0.0
6,82,0.0
6,83,0.0
6,84,0.0
6,85,0.0
6,86,0.0
7,0,0.00919140747282654
7,1,0.007372274743829621
7,2,0.0047184720317912454
7,3,0.0024433672890933978
7,4,0.0009942367900293903
7,5,0.0002622413773497101
7,6,4.688086351961829e-05
7,7,6.61759957837183e-06
7,8,5.642316355938312e-07
7,9,2.4198836332693493e-08
7,10,3.296954673714936e-10
7,11,2.436547534379326e-12
7,12,4.311827141812118e-14
7,13,0.0
7,14,0.0
7,15,0.0
7,16,0.0
7,17,0.0
7,18,0.0
7,19,0.0
7,20,0.0
7,21,0.0
7,22,0.0
7,23,0.0
7,24,0.0
7,25,0.0
7,26,0.0
7,27,0.0
7,28,0.0
7,29,0.0
7,30,0.0
7,31,0.0
7,32,0.0
7,33,0.0
7,34,0.0
7,35,0.0
7,36,0.0
7,37,0.0
7,38,0.0
7,39,0.0
7,40,0.0
7,41,0.0
7,42,0.0
7,43,0.0
7,44,0.0
7,45,0.0
7,46,0.0
7,47,0.0
7,48,0.0
7,49,0.0
7,50,0.0
7,51,0.0
7,52,0.0
7,53,0.0
7,54,0.0
7,55,0.0
7,56,0.0
7,57,0.0
7,58,0.0
7,59,0.0
7,60,0.0
7,61,0.0
7,62,0.0
7,63,0.0
7,64,0.0
7,65,0.0
7,66,0.0
7,67,0.0
7,68,0.0
7,69,0.0
7,70,0.0
7,71,0.0
7,72,0.0
7,73,0.0
7,74,0.0
7,75,0.0
7,76,0.0
7,77,0.0
7,78,0.0
7,79,0.0
7,80,0.0
7,81,0.0
7,82,0.0
7,83,0.0
7,84,0.0
7,85,0.0
7,86,0.0
8,0,0.007573486382028705
8,1,0.006233322125126506
8,2,0.004205146560542333
8,3,0.00236054991419873
8,4,0.001072207510435419
8,5,0.00033655921214631235
8,6,7.70410323411852e-05
8,7,1.4752174898948159e-05
8,8,1.9454131086462884e-06
8,9,1.5431030397974932e-07
8,10,5.033121124142781e-09
8,11,1.623800682392795e-10
8,12,3.524981360337538e-12
8,13,1.5346157158014285e-14
8,14,1.1377786000962372e-17
8,15,0.0
8,16,0.0
8,17,0.0
8,18,0.0
8,19,0.0
8,20,0.0
8,21,0.0
8,22,0.0
8,23,0.0
8,24,0.0
8,25,0.0
8,26,0.0
8,27,0.0
8,28,0.0
8,29,0.0
8,30,0.0
8,31,0.0
8,32,0.0
8,33,0.0
8,34,0.0
8,35,0.0
8,36,0.0
8,37,0.0
8,38,0.0
8,39,0.0
8,40,0.0
8,41,0.0
8,42,0.0
8,43,0.0
8,44,0.0
8,45,0.0
8,46,0.0
8,47,0.0
8,48,0.0
8,49,0.0
8,50,0.0
8,51,0.0
8,52,0.0
8,53,0.0
8,54,0.0
8,55,0.0
8,56,0.0
8,57,0.0
8,58,0.0
8,59,0.0
8,60,0.0
8,61,0.0
8,62,0.0
8,63,0.0
8,64,0.0
8,65,0.0
8,66,0.0
8,67,0.0
8,68,0.0
8,69,0.0
8,70,0.0
8,71,0.0
8,72,0.0
8,73,0.0
8,74,0.0
8,75,0.0
8,76,0.0
8,77,0.0
8,78,0.0
8,79,0.0
8,80,0.0
8,81,0.0
8,82,0.0
8,83,0.0
8,84,0.0
8,85,0.0
8,86,0.0
9,0,0.006380064916822192
9,1,0.005359254530130642
9,2,0.0037685415705170848
9,3,0.0022525132278550285
9,4,0.0011142838870483729
9,5,0.00039911603555538023
9,6,0.00010948814147013764
9,7,2.5990814504831898e-05
9,8,4.585228027186454e-06
9,9,5.366826719261868e-07
9,10,3.309438102121476e-08
9,11,1.8998876655720417e-09
9,12,7.806786529247352e-11
9,13,9.685738590111495e-13
9,14,6.214404491400636e-15
9,15,8.688701931849052e-17
9,16,1.33040506246274e-19
9,17,0.0
9,18,0.0
9,19,0.0
9,20,0.0
9,21,0.0
9,22,0.0
9,23,0.0
9,24,0.0
9,25,0.0
9,26,0.0
9,27,0.0
9,28,0.0
9,29,0.0
9,30,0.0
9,31,0.0
9,32,0.0
9,33,0.0
9,34,0.0
9,35,0.0
9,36,0.0
9,37,0.0
9,38,0.0
9,39,0.0
9,40,0.0
9,41,0.0
9,42,0.0
9,43,0.0
9,44,0.0
9,45,0.0
9,46,0.0
9,47,0.0
9,48,0.0
9,49,0.0
9,50,0.0
9,51,0.0
9,52,0.0
9,53,0.0
9,54,0.0
9,55,0.0
9,56,0.0
9,57,0.0
9,58,0.0
9,59,0.0
9,60,0.0
9,61,0.0
9,62,0.0
9,63,0.0
9,64,0.0
9,65,0.0
9,66,0.0
9,67,0.0
9,68,0.0
9,69,0.0
9,70,0.0
9,71,0.0
9,72,0.0
9,73,0.0
9,74,0.0
9,75,0.0
9,76,0.0
9,77,0.0
9,78,0.0
9,79,0.0
9,80,0.0
9,81,0.0
9,82,0.0
9,83,0.0
9,84,0.0
9,85,0.0
9,86,0.0
10,0,0.005470108158060427
10,1,0.0046714422286466455
10,2,0.003396860141050951
10,3,0.002135082028652501
10,4,0.0011308581230565456
10,5,0.00044944167824418523
10,6,0.00014171094799204922
10,7,3.953490298628498e-05
10,8,8.61080250789494e-06
10,9,1.3236271712192076e-06
10,10,1.24582783041155e-07
10,11,1.0825668420741796e-08
10,12,6.963883148242065e-10
10,13,1.9457025187912098e-11
10,14,4.2220648292342264e-13
10,15,1.03194928447869e-14
10,16,7.481449718442814e-17
10,17,1.1372179692056446e-19
10,18,0.0
10,19,0.0
10,20,0.0
10,21,0.0
10,22,0.0
10,23,0.0
10,24,0.0
10,25,0.0
10,26,0.0
10,27,0.0
10,28,0.0
10,29,0.0
10,30,0.0
10,31,0.0
10,32,0.0
10,33,0.0
10,34,0.0
10,35,0.0
10,36,0.0
10,37,0.0
10,38,0.0
10,39,0.0
10,40,0.0
10,41,0.0
10,42,0.0
10,43,0.0
10,44,0.0
10,45,0.0
10,46,0.0
10,47,0.0
10,48,0.0
10,49,0.0
10,50,0.0
10,51,0.0
10,52,0.0
10,53,0.0
10,54,0.0
10,55,0.0
10,56,0.0
10,57,0.0
10,58,0.0
10,59,0.0
10,60,0.0
10,61,0.0
10,62,0.0
10,63,0.0
10,64,0.0
10,65,0.0
10,66,0.0
10,67,0.0
10,68,0.0
10,69,0.0
10,70,0.0
10,71,0.0
10,72,0.0
10,73,0.0
10,74,0.0
10,75,0.0
10,76,0.0
10,77,0.0
10,78,0.0
10,79,0.0
10,80,0.0
10,81,0.0
10,82,0.0
10,83,0.0
10,84,0.0
10,85,0.0
10,86,0.0
11,0,0.004757576225751091
11,1,0.004118827565812288
11,2,0.0030790505587954486
11,3,0.0020168015422029175
11,4,0.0011297292527947737
11,5,0.0004884703706583032
11,6,0.00017207976132639706
11,7,5.449042511456521e-05
11,8,1.3943517343635117e-05
11,9,2.628896616066422e-06
11,10,3.3390801156067645e-07
11,11,3.94117239628236e-08
11,12,3.6047093871539453e-09
11,13,1.728267572850954e-10
11,14,6.801239144218931e-12
11,15,2.4952829712186537e-13
11,16,3.752382078852944e-15
11,17,2.4628517495899764e-17
11,18,5.74861151886199e-20
11,19,2.4878434430599e-23
11,20,0.0
11,21,0.0
11,22,0.0
11,23,0.0
11,24,0.0
11,25,0.0
11,26,0.0
11,27,0.0
11,28,0.0
11,29,0.0
11,30,0.0
11,31,0.0
11,32,0.0
11,33,0.0
11,34,0.0
11,35,0.0
11,36,0.0
11,37,0.0
11,38,0.0
11,39,0.0
11,40,0.0
11,41,0.0
11,42,0.0
11,43,0.0
11,44,0.0
11,45,0.0
11,46,0.0
11,47,0.0
11,48,0.0
11,49,0.0
11,50,0.0
11,51,0.0
11,52,0.0
11,53,0.0
11,54,0.0
11,55,0.0
11,56,0.0
11,57,0.0
11,58,0.0
11,59,0.0
11,60,0.0
11,61,0.0
11,62,0.0
11,63,0.0
11,64,0.0
11,65,0.0
11,66,0.0
11,67,0.0
11,68,0.0
11,69,0.0
11,70,0.0
11,71,0.0
11,72,0.0
11,73,0.0
11,74,0.0
11,75,0.0
11,76,0.0
11,77,0.0
11,78,0.0
11,79,0.0
11,80,0.0
11,81,0.0
11,82,0.0
11,83,0.0
11,84,0.0
11,85,0.0
11,86,0.0
12,0,0.004187314087001846
12,1,0.0036669969519306112
12,2,0.002805712724801504
12,3,0.0019021700124449694
12,4,0.0011165484125850503
12,5,0.0005176723685557269
12,6,0.00019967737011513954
12,7,7.005420317964253e-05
12,8,2.0374745678974505e-05
12,9,4.508436176247675e-06
12,10,7.171900176759957e-07
12,11,1.0689474197517047e-07
12,12,1.2829605585372485e-08
12,13,9.193828061947499e-10
12,14,5.394687813139664e-11
12,15,2.813954261412173e-12
12,16,8.335791148344174e-14
12,17,1.3396936420432604e-15
12,18,1.6098827633254557e-17
12,19,2.3770644392468985e-19
12,20,8.843872011856581e-22
12,21,2.9647635535677295e-25
12,22,0.0
12,23,0.0
12,24,0.0
12,25,0.0
12,26,0.0
12,27,0.0
12,28,0.0
12,29,0.0
12,30,0.0
12,31,0.0
12,32,0.0
12,33,0.0
12,34,0.0
12,35,0.0
12,36,0.0
12,37,0.0
12,38,0.0
12,39,0.0
12,40,0.0
12,41,0.0
12,42,0.0
12,43,0.0
12,44,0.0
12,45,0.0
12,46,0.0
12,47,0.0
12,48,0.0
12,49,0.0
12,50,0.0
12,51,0.0
12,52,0.0
12,53,0.0
12,54,0.0
12,55,0.0
12,56,0.0
12,57,0.0
12,58,0.0
12,59,0.0
12,60,0.0
12,61,0.0
12,62,0.0
12,63,0.0
12,64,0.0
12,65,0.0
12,66,0.0
12,67,0.0
12,68,0.0
12,69,0.0
12,70,0.0
12,71,0.0
12,72,0.0
12,73,0.0
12,74,0.0
12,75,0.0
12,76,0.0
12,77,0.0
12,78,0.0
12,79,0.0
12,80,0.0
12,81,0.0
12,82,0.0
12,83,0.0
12,84,0.0
12,85,0.0
12,86,0.0
13,0,0.003722506975956068
13,1,0.003292012971933938
13,2,0.0025691354691106554
13,3,0.0017934195636303142
13,4,0.0010953447182377937
13,5,0.0005386155305175695
13,6,0.0002240894125717386
13,7,8.558552161359932e-05
13,8,2.7637405985734695e-05
13,9,6.962311507599404e-06
13,10,1.3212745204859892e-06
13,11,2.3664220292248392e-07
13,12,3.514452023743827e-08
13,13,3.4108208261816646e-09
13,14,2.7330919917250275e-10
13,15,1.8943556936516605e-11
13,16,9.054198280613894e-13
13,17,2.5547205520189895e-14
13,18,5.458401859811202e-16
13,19,1.3403745523695133e-17
13,20,1.2213855123024108e-19
13,21,3.663289641446601e-22
13,22,3.4514256250958827e-25
13,23,4.00935771004194e-27
13,24,0.0
13,25,0.0
13,26,0.0
13,27,0.0
13,28,0.0
13,29,0.0
13,30,0.0
13,31,0.0
13,32,0.0
13,33,0.0
13,34,0.0
13,35,0.0
13,36,0.0
13,37,0.0
13,38,0.0
13,39,0.0
13,40,0.0
13,41,0.0
13,42,0.0
13,43,0.0
13,44,0.0
13,45,0.0
13,46,0.0
13,47,0.0
13,48,0.0
13,49,0.0
13,50,0.0
13,51,0.0
13,52,0.0
13,53,0.0
13,54,0.0
13,55,0.0
13,56,0.0
13,57,0.0
13,58,0.0
13,59,0.0
13,60,0.0
13,61,0.0
13,62,0.0
13,63,0.0
13,64,0.0
13,65,0.0
13,66,0.0
13,67,0.0
13,68,0.0
13,69,0.0
13,70,0.0
13,71,0.0
13,72,0.0
13,73,0.0
13,74,0.0
13,75,0.0
13,76,0.0
13,77,0.0
13,78,0.0
13,79,0.0
13,80,0.0
13,81,0.0
13,82,0.0
13,83,0.0
13,84,0.0
13,85,0.0
13,86,0.0
14,0,0.0033377416548716864
14,1,0.002976771075900378
14,2,0.0023630772264661144
14,3,0.0016915099847634094
14,4,0.0010689683706985285
14,5,0.0005527647901370805
14,6,0.00024522787957504386
14,7,0.00010061437525788454
14,8,3.5456738554874864e-05
14,9,9.947217002364947e-06
14,10,2.177482236717221e-06
14,11,4.5254568442009316e-07
14,12,7.974693243625117e-08
14,13,9.791641556145585e-09
14,14,1.0066299594687454e-09
14,15,8.947825176615372e-11
14,16,6.003887661813528e-12
14,17,2.5295645768043937e-13
14,18,8.406856903776224e-15
14,19,2.9784333912733486e-16
14,20,5.338419946916851e-18
14,21,5.3033273164435215e-20
14,22,3.916138099270076e-22
14,23,6.187566578450662e-24
14,24,4.930599724194064e-27
14,25,0.0
14,26,0.0
14,27,0.0
14,28,0.0
14,29,0.0
14,30,0.0
14,31,0.0
14,32,0.0
14,33,0.0
14,34,0.0
14,35,0.0
14,36,0.0
14,37,0.0
14,38,0.0
14,39,0.0
14,40,0.0
14,41,0.0
14,42,0.0
14,43,0.0
14,44,0.0
14,45,0.0
14,46,0.0
14,47,0.0
14,48,0.0
14,49,0.0
14,50,0.0
14,51,0.0
14,52,0.0
14,53,0.0
14,54,0.0
14,55,0.0
14,56,0.0
14,57,0.0
14,58,0.0
14,59,0.0
14,60,0.0
14,61,0.0
14,62,0.0
14,63,0.0
14,64,0.0
14,65,0.0
14,66,0.0
14,67,0.0
14,68,0.0
14,69,0.0
14,70,0.0
14,71,0.0
14,72,0.0
14,73,0.0
14,74,0.0
14,75,0.0
14,76,0.0
14,77,0.0
14,78,0.0
14,79,0.0
14,80,0.0
14,81,0.0
14,82,0.0
14,83,0.0
14,84,0.0
14,85,0.0
14,86,0.0
15,0,0.003014969674839466
15,1,0.002708761817238583
15,2,0.002182501980230933
15,3,0.0015966909579857034
15,4,0.0010394267100185723
15,5,0.0005614051984007545
15,6,0.0002632018246524104
15,7,0.00011482120907004008
15,8,4.358027580767422e-05
15,9,1.3391616688372829e-05
15,10,3.2999156416131543e-06
15,11,7.757988714216341e-07
15,12,1.5734073992946523e-07
15,13,2.3308656212569102e-08
15,14,2.9336270164301675e-09
15,15,3.228913547612947e-10
15,16,2.8216132373560927e-11
15,17,1.6207102791014236e-12
15,18,7.648074979972253e-14
15,19,3.631970984723253e-15
15,20,1.0662005938821137e-16
15,21,1.9985920116551883e-18
15,22,3.158302604063306e-20
15,23,6.584423474023973e-22
15,24,2.422401831776057e-24
15,25,3.293915515703425e-27
15,26,7.509119841471681e-31
15,27,0.0
15,28,0.0
15,29,0.0
15,30,0.0
15,31,0.0
15,32,0.0
15,33,0.0
15,34,0.0
15,35,0.0
15,36,0.0
15,37,0.0
15,38,0.0
15,39,0.0
15,40,0.0
15,41,0.0
15,42,0.0
15,43,0.0
15,44,0.0
15,45,0.0
15,46,0.0
15,47,0.0
15,48,0.0
15,49,0.0
15,50,0.0
15,51,0.0
15,52,0.0
15,53,0.0
15,54,0.0
15,55,0.0
15,56,0.0
15,57,0.0
15,58,0.0
15,59,0.0
15,60,0.0
15,61,0.0
15,62,0.0
15,63,0.0
15,64,0.0
15,65,0.0
15,66,0.0
15,67,0.0
15,68,0.0
15,69,0.0
15,70,0.0
15,71,0.0
15,72,0.0
15,73,0.0
15,74,0.0
15,75,0.0
15,76,0.0
15,77,0.0
15,78,0.0
15,79,0.0
15,80,0.0
15,81,0.0
15,82,0.0
15,83,0.0
15,84,0.0
15,85,0.0
15,86,0.0
16,0,0.0027410571772199257
16,1,0.0024786491660212474
16,2,0.0020233390812510127
16,3,0.0015088238304110679
16,4,0.00100812830333651
16,5,0.0005656256617572347
16,6,0.00027822932923011426
16,7,0.00012800754084908679
16,8,5.179222728532857e-05
16,9,1.7209300328608426e-05
16,10,4.686881968526134e-06
16,11,1.2227241971469928e-06
16,12,2.78981498274255e-07
16,13,4.819594139866443e-08
16,14,7.1691519500022905e-09
16,15,9.458467447324892e-10
16,16,1.0237502583201883e-10
16,17,7.594722115682703e-12
16,18,4.729899350423304e-13
16,19,2.8730305605756516e-14
16,20,1.2341927169025802e-15
16,21,3.5582813555381096e-17
16,22,8.850810462289553e-19
16,23,2.3187693916054038e-20
16,24,1.9213142929582898e-22
16,25,1.3287383713794123e-24
16,26,2.942167017886623e-27
16,27,5.185703242474697e-29
16,28,1.0135936144176823e-32
16,29,0.0
16,30,0.0
16,31,0.0
16,32,0.0
16,33,0.0
16,34,0.0
16,35,0.0
16,36,0.0
16,37,0.0
16,38,0.0
16,39,0.0
16,40,0.0
16,41,0.0
16,42,0.0
16,43,0.0
16,44,0.0
16,45,0.0
16,46,0.0
16,47,0.0
16,48,0.0
16,49,0.0
16,50,0.0
16,51,0.0
16,52,0.0
16,53,0.0
16,54,0.0
16,55,0.0
16,56,0.0
16,57,0.0
16,58,0.0
16,59,0.0
16,60,0.0
16,61,0.0
16,62,0.0
16,63,0.0
16,64,0.0
16,65,0.0
16,66,0.0
16,67,0.0
16,68,0.0
16,69,0.0
16,70,0.0
16,71,0.0
16,72,0.0
16,73,0.0
16,74,0.0
16,75,0.0
16,76,0.0
16,77,0.0
16,78,0.0
16,79,0.0
16,80,0.0
16,81,0.0
16,82,0.0
16,83,0.0
16,84,0.0
16,85,0.0
16,86,0.0
17,0,0.002506242921273979
17,1,0.0022793402699652233
17,2,0.0018822839776720774
17,3,0.001427567167890775
17,4,0.0009760569631823978
17,5,0.0005663302592104656
17,6,0.00029058041917711806
17,7,0.00014006681885385698
17,8,5.991781244050814e-05
17,9,2.130979287019395e-05
17,10,6.323928330159688e-06
17,11,1.8037429144364695e-06
17,12,4.549919050133e-07
17,13,8.938482471645782e-08
17,14,1.5298663274768662e-08
17,15,2.353863898709869e-09
17,16,3.04104134404473e-10
17,17,2.7969710701873505e-11
17,18,2.191129519823154e-12
17,19,1.6377577008244998e-13
17,20,9.442921250360599e-15
17,21,3.786044754930909e-16
17,22,1.3206742118565229e-17
17,23,4.541616690965079e-19
17,24,7.010002521275219e-21
17,25,1.1148580325725222e-22
17,26,9.639762838305899e-25
17,27,1.52344729262904e-26
17,28,2.800860067240336e-29
17,29,1.540335037682734e-32
17,30,0.0
17,31,0.0
17,32,0.0
